speed_ego,speed_other,distance,relative_speed,lane_difference,weather,brake_event,collision_risk
107.19,83.51,65.98,23.69,1,1,0,0.214
77.7,43.72,13.63,33.98,0,1,1,0.913
54.55,107.4,30.6,52.86,0,1,0,0.504
100.3,93.21,66.34,7.09,0,2,0,0.374
74.03,94.19,82.91,20.16,0,0,1,0.392
27.93,119.66,33.45,91.73,0,2,0,0.734
76.59,100.25,80.29,23.67,0,0,1,0.402
110.8,102.92,68.42,7.89,0,0,0,0.17
59.63,115.14,36.17,55.51,0,1,0,0.477
49.63,35.11,87.89,14.52,1,0,0,0.076
34.35,69.77,51.9,35.43,0,0,0,0.255
35.14,78.06,65.53,42.91,0,0,0,0.26
63.28,52.93,50.57,10.35,0,0,0,0.194
79.57,103.94,46.37,24.37,0,0,0,0.235
28.06,96.24,85.1,68.18,0,0,1,0.511
113.96,92.09,30.88,21.87,1,0,0,0.164
95.51,119.71,5.59,24.2,0,1,0,1.0
78.66,45.94,88.22,32.72,1,1,0,0.21
102.84,93.55,82.85,9.3,0,0,1,0.365
28.02,75.14,37.92,47.12,0,2,0,0.588
67.68,51.3,20.17,16.38,0,0,0,0.306
83.01,36.06,68.2,46.95,0,0,0,0.268
102.87,109.59,9.72,6.72,0,2,0,1.0
98.35,79.55,43.53,18.8,0,0,0,0.226
47.71,102.49,10.41,54.79,0,2,0,1.0
114.09,74.53,60.6,39.55,0,0,0,0.256
32.43,42.0,4.67,9.56,0,1,0,1.0
107.51,53.75,63.67,53.76,0,0,0,0.289
117.09,58.15,67.97,58.94,1,1,0,0.299
37.72,117.29,49.74,79.58,0,0,0,0.368
92.21,20.56,19.15,71.64,0,0,0,0.453
24.03,118.57,11.94,94.54,0,0,0,0.607
60.54,118.05,32.7,57.5,0,0,1,0.548
71.63,119.62,47.59,47.99,1,0,0,0.192
78.06,67.66,64.94,10.41,0,2,0,0.385
113.59,116.38,2.12,2.79,0,1,0,1.0
87.23,59.56,71.68,27.67,0,1,1,0.515
68.13,22.63,71.85,45.5,1,1,0,0.26
100.97,42.43,45.56,58.53,0,1,0,0.447
115.05,114.53,35.65,0.52,0,1,0,0.342
22.21,21.38,84.55,0.83,1,2,0,0.225
118.25,74.6,78.89,43.65,1,2,0,0.341
28.61,27.56,98.36,1.05,0,0,1,0.338
101.44,48.64,38.45,52.8,0,0,0,0.321
48.03,28.81,90.87,19.22,0,1,1,0.474
33.22,105.95,10.57,72.73,1,0,0,0.484
63.99,79.11,42.32,15.12,0,0,0,0.219
84.4,110.21,47.61,25.81,0,1,1,0.559
58.1,88.84,45.21,30.74,0,1,0,0.378
25.46,117.1,63.26,91.65,0,1,0,0.488
79.95,70.99,18.68,8.96,0,2,0,0.756
110.24,83.87,86.91,26.37,0,1,0,0.296
58.32,77.63,56.07,19.31,0,0,0,0.21
41.63,68.43,90.61,26.79,1,0,0,0.105
64.26,104.6,2.26,40.34,0,0,1,1.0
24.84,84.45,63.74,59.62,0,0,0,0.303
102.05,100.13,42.42,1.92,0,0,0,0.185
102.63,98.64,51.5,4.0,0,0,0,0.177
78.8,39.1,74.89,39.7,1,1,1,0.441
55.31,85.02,24.26,29.71,0,1,1,0.701
99.98,39.96,22.08,60.01,0,1,0,0.603
75.47,78.33,70.89,2.86,1,2,0,0.253
102.59,87.74,53.09,14.85,0,0,1,0.402
83.15,119.72,24.9,36.58,1,0,0,0.227
98.44,23.05,49.43,75.39,0,0,0,0.358
79.86,29.12,47.04,50.73,0,1,1,0.623
61.41,27.7,69.76,33.71,0,0,1,0.434
115.79,59.84,2.26,55.96,0,0,0,1.0
74.11,102.16,59.5,28.05,0,0,0,0.228
80.51,104.41,61.36,23.9,0,1,1,0.522
42.05,93.7,75.06,51.65,0,0,0,0.275
82.57,109.69,89.14,27.12,0,2,0,0.384
77.16,52.29,45.14,24.87,0,0,0,0.238
38.48,28.82,35.57,9.67,0,0,1,0.42
25.96,25.82,12.03,0.14,0,0,0,0.369
80.44,105.21,35.01,24.78,0,0,0,0.259
96.37,93.04,8.71,3.33,0,0,0,0.469
72.34,89.86,80.68,17.52,0,0,1,0.387
42.68,53.97,81.09,11.29,0,0,0,0.171
86.65,57.99,42.89,28.66,0,0,1,0.451
28.01,115.81,27.44,87.8,0,0,0,0.443
64.18,26.38,13.57,37.8,0,0,0,0.435
36.34,97.37,85.42,61.04,0,0,0,0.293
38.45,50.96,87.99,12.52,0,0,1,0.371
40.23,23.91,28.1,16.32,0,0,0,0.261
58.67,94.26,62.93,35.59,0,1,1,0.548
25.12,53.09,27.35,27.98,0,1,1,0.667
59.78,92.21,24.06,32.44,1,0,0,0.221
71.17,90.77,4.08,19.59,0,0,0,0.838
68.33,73.48,58.56,5.15,1,2,0,0.289
58.28,97.74,16.69,39.46,1,0,0,0.296
103.91,78.1,3.21,25.81,1,1,0,1.0
34.53,48.66,12.28,14.13,0,0,1,0.599
70.57,93.41,32.75,22.84,0,1,1,0.615
26.2,78.91,67.58,52.71,0,1,1,0.584
27.12,21.27,21.86,5.84,0,0,0,0.268
77.39,110.16,88.98,32.78,0,0,0,0.221
76.6,74.56,30.27,2.04,0,2,0,0.541
107.8,106.86,34.46,0.94,0,1,0,0.35
75.79,108.27,23.36,32.49,1,0,1,0.425
115.98,64.5,26.87,51.48,0,0,0,0.354
24.87,70.77,9.27,45.9,0,0,1,0.756
29.8,61.58,30.89,31.77,1,1,0,0.349
24.41,64.94,86.24,40.54,0,0,0,0.241
38.53,109.51,69.47,70.99,1,1,1,0.527
74.13,98.81,87.78,24.69,1,0,0,0.101
84.56,32.65,12.28,51.9,0,1,0,0.807
24.56,81.03,46.65,56.47,0,0,1,0.515
114.6,119.59,24.47,4.99,0,1,1,0.637
104.22,79.56,72.68,24.66,0,0,1,0.409
49.66,98.59,97.08,48.93,0,0,0,0.258
27.72,96.91,81.91,69.19,0,1,0,0.407
36.99,55.03,5.46,18.04,0,0,1,0.887
32.69,57.18,33.03,24.49,0,0,0,0.264
32.33,92.41,4.8,60.08,0,0,1,1.0
71.86,70.0,5.94,1.86,0,1,0,1.0
44.58,77.06,9.79,32.47,1,0,1,0.605
55.81,91.29,29.08,35.48,0,0,0,0.305
118.95,97.76,31.81,21.19,0,0,0,0.26
88.43,47.15,41.24,41.28,0,0,0,0.286
114.9,34.68,41.68,80.22,0,0,1,0.583
34.26,49.18,77.6,14.92,0,0,0,0.182
58.21,70.75,15.86,12.54,0,0,0,0.339
75.47,54.21,17.46,21.26,0,0,0,0.343
27.68,76.84,63.41,49.16,0,0,0,0.277
20.42,25.35,58.03,4.93,0,0,1,0.372
87.04,70.98,17.09,16.07,0,0,1,0.534
84.18,56.8,85.52,27.38,0,1,0,0.299
61.08,73.47,34.25,12.39,0,0,0,0.23
68.96,62.25,37.96,6.71,1,0,0,0.107
61.54,48.42,43.21,13.12,0,0,0,0.212
22.4,110.41,33.62,88.01,0,2,1,0.923
53.54,38.48,56.63,15.06,1,2,0,0.32
37.71,88.14,40.09,50.43,0,0,1,0.511
29.84,112.46,27.42,82.62,0,0,0,0.43
115.67,73.87,90.64,41.81,0,0,0,0.243
79.94,107.64,32.22,27.7,0,0,0,0.275
92.87,32.49,70.45,60.38,0,0,1,0.5
51.54,69.38,36.03,17.84,1,2,0,0.428
59.31,65.7,44.65,6.39,0,0,0,0.193
43.69,20.81,25.12,22.88,0,0,1,0.491
29.7,64.33,75.73,34.63,1,0,0,0.132
37.9,56.9,74.25,19.0,0,0,1,0.394
99.75,86.98,4.18,12.77,0,2,0,1.0
87.75,113.83,7.9,26.08,0,0,0,0.558
74.69,28.58,92.39,46.11,0,0,1,0.453
67.51,52.75,89.11,14.76,0,0,0,0.176
112.24,64.41,51.6,47.84,0,1,1,0.603
27.27,65.52,50.35,38.25,0,0,0,0.264
48.06,97.48,81.62,49.42,0,0,0,0.266
54.99,64.34,15.57,9.35,0,0,0,0.335
98.24,22.72,66.06,75.53,1,0,0,0.241
119.25,91.01,48.65,28.24,1,0,0,0.141
44.07,108.48,74.85,64.42,0,0,0,0.307
107.43,71.39,4.95,36.04,0,0,0,0.778
103.06,78.11,60.09,24.95,0,1,0,0.327
42.47,36.29,56.56,6.17,0,1,0,0.287
59.93,42.06,84.4,17.87,0,2,0,0.368
60.97,43.52,68.33,17.45,0,0,0,0.194
117.82,63.07,88.26,54.75,1,0,0,0.176
38.09,112.81,88.95,74.73,0,0,1,0.526
99.92,72.18,42.0,27.74,0,1,0,0.382
53.42,39.21,15.47,14.21,0,0,0,0.348
93.09,46.61,63.77,46.48,0,0,1,0.47
62.0,58.4,87.63,3.6,0,0,0,0.148
77.84,82.33,9.35,4.49,0,1,0,0.838
103.26,64.0,56.68,39.26,1,2,0,0.38
100.42,59.24,13.27,41.17,0,0,1,0.648
106.64,76.47,4.65,30.17,0,1,0,1.0
25.96,44.18,68.6,18.22,1,0,0,0.096
89.21,27.89,68.82,61.31,0,0,1,0.503
34.0,22.44,60.86,11.56,0,0,1,0.385
61.58,45.13,86.2,16.46,0,0,0,0.181
74.86,29.16,9.93,45.7,0,1,0,0.905
60.27,53.63,12.32,6.64,1,0,0,0.279
71.96,97.29,86.72,25.33,0,0,1,0.403
119.65,91.63,51.32,28.02,1,0,1,0.337
33.52,81.09,28.76,47.57,0,0,0,0.337
87.55,105.25,74.34,17.7,0,2,0,0.384
59.6,48.21,89.65,11.39,0,1,0,0.256
33.3,108.51,69.58,75.2,0,1,0,0.437
35.87,59.92,79.61,24.05,1,0,0,0.104
114.93,60.09,29.68,54.84,1,0,0,0.251
107.96,60.54,30.3,47.42,0,1,0,0.492
110.7,29.81,86.68,80.89,0,0,0,0.342
119.15,117.55,62.26,1.6,0,0,1,0.359
40.83,33.85,24.95,6.98,0,0,1,0.452
55.54,54.09,53.37,1.46,0,1,1,0.482
86.92,51.93,69.21,34.99,0,1,0,0.337
68.38,27.47,23.42,40.91,0,0,1,0.546
61.84,35.23,66.18,26.61,0,1,0,0.321
55.78,24.49,6.13,31.3,0,1,0,1.0
79.38,49.24,31.76,30.14,0,0,0,0.282
77.56,106.67,68.05,29.11,0,1,0,0.324
36.15,53.94,16.64,17.8,1,0,1,0.443
67.17,32.37,23.78,34.8,0,2,0,0.711
75.35,84.57,88.15,9.22,0,0,0,0.162
77.03,119.66,68.08,42.63,0,0,0,0.257
41.01,43.23,50.89,2.22,0,1,1,0.49
94.23,47.96,22.67,46.27,0,0,0,0.364
22.52,117.18,35.46,94.66,1,1,0,0.479
55.48,37.88,58.28,17.61,0,0,0,0.203
98.02,71.12,17.22,26.9,0,0,0,0.359
76.39,43.97,49.21,32.42,0,0,0,0.251
46.12,113.24,42.08,67.12,0,1,0,0.48
89.5,118.15,48.72,28.66,1,0,0,0.142
76.74,101.47,12.34,24.73,1,1,0,0.636
99.62,51.48,12.44,48.15,0,0,0,0.481
93.5,60.35,96.48,33.15,0,0,0,0.219
81.01,44.23,97.98,36.78,1,0,0,0.127
68.82,109.08,43.76,40.26,0,2,1,0.735
33.32,111.46,79.32,78.14,0,1,0,0.432
46.13,61.89,66.27,15.75,0,0,0,0.191
61.91,85.65,13.46,23.74,1,2,0,0.886
79.93,36.56,31.07,43.37,0,2,0,0.636
71.37,63.49,32.74,7.88,0,0,0,0.223
48.82,83.15,60.39,34.33,0,0,1,0.443
20.65,58.54,58.84,37.89,1,0,1,0.353
69.62,55.76,92.5,13.86,0,0,1,0.372
48.56,20.1,79.42,28.46,1,0,0,0.115
93.46,100.43,85.97,6.97,0,2,0,0.338
22.39,108.93,89.34,86.54,0,0,1,0.555
78.48,116.95,80.53,38.46,0,1,0,0.332
114.15,91.93,34.62,22.22,0,2,1,0.75
37.44,74.88,23.07,37.44,0,1,0,0.534
67.16,46.93,58.03,20.24,0,0,0,0.21
29.14,119.93,69.58,90.79,0,0,1,0.577
82.57,78.98,39.88,3.59,1,1,0,0.23
75.05,88.12,85.14,13.06,1,0,0,0.073
60.74,88.24,96.14,27.5,0,1,0,0.291
72.14,104.53,57.8,32.39,1,0,0,0.14
109.66,20.97,46.75,88.69,1,0,1,0.495
39.63,42.02,84.6,2.4,0,1,0,0.238
22.26,86.55,4.38,64.3,0,0,0,0.911
106.17,109.51,14.64,3.35,0,1,0,0.606
77.71,88.53,84.87,10.82,0,1,0,0.259
109.07,61.35,73.74,47.72,1,1,0,0.263
79.69,56.16,42.78,23.54,0,0,0,0.239
101.02,93.79,89.11,7.22,0,0,0,0.157
62.97,94.12,36.44,31.16,0,1,0,0.415
94.99,80.71,64.12,14.28,1,1,0,0.193
111.3,49.15,64.16,62.16,0,0,0,0.309
77.21,112.52,20.06,35.3,0,0,1,0.554
38.08,75.19,29.92,37.11,0,1,1,0.669
46.88,99.05,91.77,52.17,1,1,1,0.456
39.86,41.43,19.97,1.57,1,1,0,0.388
44.69,54.4,19.01,9.72,0,0,0,0.299
50.64,107.46,49.0,56.82,0,1,0,0.432
75.51,25.01,11.04,50.5,0,1,0,0.858
78.8,71.23,89.67,7.57,1,0,1,0.258
62.65,68.17,11.81,5.52,0,0,0,0.387
81.54,95.12,62.42,13.58,1,0,0,0.089
28.16,48.19,35.3,20.03,0,0,0,0.247
28.78,41.91,80.82,13.13,1,1,0,0.168
37.18,112.61,59.8,75.43,0,0,1,0.546
71.81,77.17,40.05,5.36,0,0,1,0.399
41.4,30.47,98.42,10.93,0,0,0,0.163
48.33,39.3,8.49,9.02,0,0,1,0.691
60.03,119.88,58.62,59.85,0,0,0,0.308
101.19,39.56,98.98,61.63,0,1,1,0.574
21.39,81.05,69.71,59.66,0,1,0,0.398
84.94,62.01,74.5,22.93,0,1,0,0.3
86.89,108.56,5.14,21.67,0,1,0,1.0
99.87,95.52,4.09,4.35,0,0,1,0.998
113.28,79.7,5.54,33.58,1,1,0,1.0
22.01,21.07,99.19,0.94,0,1,0,0.222
35.38,107.98,97.99,72.6,0,1,1,0.602
108.62,64.47,34.78,44.15,1,0,0,0.208
65.85,113.16,30.52,47.31,0,2,1,0.851
76.46,69.55,16.3,6.91,0,0,0,0.32
86.3,89.42,34.26,3.12,0,0,0,0.207
87.91,26.93,38.27,60.98,0,1,1,0.681
113.17,94.52,75.33,18.66,0,1,0,0.288
119.69,53.8,86.9,65.9,1,1,0,0.294
92.02,55.14,75.18,36.88,0,1,0,0.334
48.72,31.87,65.35,16.86,1,0,0,0.095
107.98,34.69,77.06,73.29,1,2,1,0.618
24.92,38.58,74.37,13.65,0,0,0,0.181
43.11,52.82,48.62,9.71,0,2,0,0.436
109.74,109.2,34.91,0.54,0,0,0,0.199
45.62,56.83,29.71,11.21,0,0,0,0.242
42.07,92.44,68.58,50.37,0,1,1,0.577
33.81,28.27,96.01,5.54,1,0,0,0.05
105.91,79.11,58.94,26.8,0,0,0,0.225
70.01,68.19,91.43,1.82,0,0,0,0.142
87.49,117.8,3.39,30.31,0,0,1,1.0
43.91,104.62,79.86,60.71,1,1,0,0.288
95.8,65.48,85.65,30.32,0,0,0,0.216
96.0,97.51,63.84,1.51,0,2,1,0.566
51.26,39.3,93.54,11.96,1,0,1,0.267
61.07,76.23,59.81,15.17,0,1,0,0.303
40.97,27.46,25.57,13.51,0,2,1,0.829
117.66,54.81,23.14,62.85,0,0,0,0.402
84.56,42.59,56.47,41.97,0,0,0,0.266
113.45,91.89,90.84,21.56,0,0,1,0.392
50.34,69.01,9.09,18.67,0,1,0,0.89
98.19,95.11,61.23,3.08,0,1,0,0.27
96.59,71.53,77.44,25.06,1,0,0,0.107
89.17,28.65,13.31,60.52,0,0,0,0.496
116.56,93.54,13.44,23.03,1,1,0,0.592
59.36,103.32,37.88,43.97,0,0,0,0.3
33.07,110.35,28.84,77.28,0,0,0,0.41
87.17,77.2,21.43,9.97,0,1,0,0.487
92.93,95.36,21.47,2.43,0,2,0,0.673
77.51,95.2,14.81,17.7,0,0,0,0.366
40.68,35.57,61.86,5.11,0,0,0,0.168
70.45,36.42,69.44,34.02,1,1,0,0.234
51.22,27.09,70.89,24.13,1,0,0,0.109
62.75,51.99,54.17,10.76,0,2,0,0.417
84.52,67.35,95.38,17.17,1,2,0,0.252
94.52,119.79,88.29,25.27,0,0,1,0.402
43.22,63.1,95.85,19.88,0,1,1,0.472
60.53,92.62,40.1,32.09,1,1,1,0.501
46.92,89.34,88.02,42.42,0,0,0,0.245
39.86,40.45,76.76,0.59,0,0,0,0.146
98.34,25.85,35.32,72.49,0,0,1,0.578
110.93,74.6,12.45,36.32,0,0,0,0.451
57.02,90.03,68.9,33.01,0,0,0,0.233
95.13,119.83,15.37,24.7,0,0,0,0.376
109.7,55.86,30.79,53.84,1,0,0,0.245
104.61,109.64,51.04,5.02,0,0,0,0.18
38.28,58.19,68.63,19.91,0,1,0,0.3
115.63,88.94,92.77,26.69,1,0,0,0.104
57.67,79.83,60.14,22.16,0,1,1,0.52
53.92,25.3,67.8,28.63,0,0,0,0.222
26.24,27.84,32.38,1.6,1,0,0,0.109
68.62,22.08,69.35,46.54,1,0,1,0.366
30.9,57.08,44.9,26.18,0,1,0,0.368
44.85,94.58,85.98,49.73,1,1,0,0.255
51.69,37.28,40.46,14.42,1,1,0,0.255
100.88,80.59,47.89,20.3,0,1,0,0.344
107.55,48.88,44.39,58.67,0,0,0,0.324
50.25,99.7,81.49,49.45,0,1,0,0.358
105.87,99.84,95.46,6.03,0,2,1,0.524
105.72,97.54,34.07,8.18,0,1,0,0.37
96.47,72.48,48.55,23.98,1,2,1,0.572
34.67,48.46,71.18,13.79,0,0,1,0.383
89.03,100.94,89.75,11.91,0,1,0,0.257
114.5,38.61,50.38,75.89,0,1,0,0.476
88.25,48.98,12.67,39.28,0,1,0,0.76
53.16,38.39,38.13,14.77,0,1,0,0.366
70.06,87.42,55.94,17.36,0,0,0,0.205
84.57,88.62,42.92,4.05,0,1,0,0.32
71.06,85.25,20.28,14.19,0,2,0,0.729
32.0,61.56,5.62,29.56,0,0,0,0.702
51.21,30.02,69.37,21.19,0,2,0,0.402
100.24,111.12,99.29,10.88,0,0,0,0.162
106.14,70.77,92.08,35.37,1,0,0,0.126
33.73,60.7,68.96,26.97,0,0,0,0.217
115.24,78.88,84.47,36.36,0,1,1,0.523
52.88,39.28,27.06,13.6,0,0,1,0.459
86.23,33.25,63.0,52.98,0,1,1,0.592
95.18,60.55,7.94,34.63,0,0,1,0.778
101.19,42.72,71.3,58.47,0,0,0,0.295
114.57,44.43,97.05,70.15,0,0,0,0.311
51.29,109.25,86.36,57.96,0,0,1,0.485
105.85,73.08,54.38,32.77,0,0,0,0.245
33.17,68.35,79.3,35.18,0,0,1,0.432
90.5,88.95,94.5,1.56,0,0,0,0.141
94.2,115.15,23.17,20.96,0,2,1,0.887
87.77,31.22,79.74,56.55,0,1,0,0.378
45.23,103.35,28.45,58.12,1,0,0,0.264
107.3,78.4,87.94,28.9,0,0,0,0.212
36.89,34.62,11.64,2.27,0,0,0,0.383
25.36,49.71,19.47,24.35,0,1,1,0.753
91.75,68.24,72.62,23.51,0,2,0,0.401
67.55,89.12,19.13,21.57,1,1,0,0.452
104.91,44.26,17.49,60.65,1,0,1,0.541
58.34,73.49,56.44,15.15,1,0,0,0.099
36.83,88.47,83.83,51.64,0,2,1,0.653
103.64,64.87,28.31,38.77,1,0,1,0.416
74.89,106.3,84.43,31.41,0,0,0,0.219
38.92,106.95,81.18,68.03,0,0,1,0.513
92.04,67.07,58.75,24.97,0,1,0,0.33
71.11,117.29,65.36,46.18,1,0,0,0.168
80.43,27.56,5.96,52.87,0,1,0,1.0
66.09,20.34,37.98,45.75,1,0,1,0.404
102.87,58.07,27.81,44.8,0,0,0,0.333
102.96,80.11,16.7,22.85,1,0,1,0.455
90.94,82.92,40.19,8.02,0,0,0,0.205
30.54,67.64,36.78,37.1,0,0,0,0.285
103.89,32.49,73.43,71.4,1,0,0,0.226
87.1,37.05,60.61,50.05,0,0,0,0.282
89.7,105.21,91.48,15.51,0,2,1,0.552
56.3,106.79,16.25,50.49,1,0,0,0.329
107.93,87.39,7.86,20.54,1,1,1,1.0
92.54,86.42,54.39,6.12,0,0,0,0.178
31.26,79.77,2.1,48.51,0,0,0,1.0
60.78,40.29,79.2,20.49,0,1,0,0.288
108.64,62.83,51.59,45.81,0,0,0,0.281
24.72,89.59,49.83,64.87,0,0,1,0.531
116.14,73.73,37.52,42.42,0,0,0,0.297
87.92,21.86,38.75,66.06,0,1,0,0.491
83.14,115.36,44.25,32.22,0,1,1,0.585
47.06,104.48,3.57,57.43,0,2,0,1.0
44.88,46.05,10.19,1.18,0,0,1,0.616
114.21,81.65,51.49,32.56,0,0,1,0.448
49.83,112.32,16.71,62.5,0,0,0,0.454
97.55,29.6,78.32,67.95,0,1,0,0.408
59.31,70.3,28.9,10.99,1,2,0,0.479
33.93,65.62,11.59,31.7,1,0,0,0.357
21.07,61.02,25.05,39.95,0,1,0,0.519
74.43,103.56,37.0,29.13,0,1,0,0.407
117.58,58.06,5.46,59.51,0,1,1,1.0
56.91,26.37,15.88,30.55,1,1,1,0.741
55.72,26.58,33.74,29.14,0,0,0,0.274
54.41,24.27,32.43,30.13,0,1,0,0.435
72.05,60.91,80.44,11.14,0,0,0,0.171
64.07,91.84,84.64,27.77,0,1,0,0.301
107.99,40.37,20.96,67.62,1,0,0,0.328
70.55,84.65,14.15,14.09,1,2,0,0.828
70.78,88.71,64.15,17.93,0,1,1,0.502
33.84,45.52,80.85,11.68,0,1,0,0.265
118.27,80.06,96.44,38.22,0,0,0,0.231
45.0,88.49,2.67,43.49,0,1,1,1.0
27.34,66.66,42.54,39.32,0,1,0,0.409
86.31,53.67,73.93,32.64,0,1,0,0.325
79.54,81.92,83.2,2.38,0,2,0,0.331
61.51,117.78,8.1,56.27,0,0,0,0.625
62.22,62.68,68.7,0.46,1,1,0,0.152
98.51,59.17,30.32,39.33,0,0,0,0.31
39.57,66.43,9.31,26.86,0,0,0,0.507
102.03,27.62,49.93,74.4,0,1,0,0.473
84.87,75.32,17.5,9.56,0,1,1,0.752
61.9,52.87,74.23,9.03,0,0,0,0.169
65.8,32.14,74.64,33.66,0,1,0,0.327
45.66,66.63,84.52,20.96,0,0,1,0.393
95.21,20.34,39.0,74.87,0,0,0,0.375
71.29,60.18,3.3,11.11,0,1,0,1.0
52.09,30.57,27.45,21.51,0,0,0,0.277
79.61,22.43,47.85,57.18,0,0,0,0.315
119.57,102.45,70.01,17.13,0,0,0,0.192
63.53,111.62,39.44,48.1,0,1,0,0.443
112.07,40.77,54.53,71.3,1,0,1,0.441
54.5,73.93,53.38,19.43,0,0,0,0.213
25.47,47.8,18.17,22.32,0,0,0,0.338
40.42,69.36,63.06,28.93,1,1,0,0.232
61.87,63.66,45.05,1.79,0,0,0,0.18
41.96,46.91,81.18,4.94,0,0,0,0.155
20.02,90.04,69.68,70.02,0,0,0,0.325
111.5,32.65,12.92,78.85,0,0,0,0.548
104.39,25.31,49.9,79.08,0,0,0,0.366
94.23,96.77,70.84,2.54,0,0,1,0.355
36.78,86.59,10.53,49.81,1,0,1,0.628
32.04,69.85,79.66,37.82,0,0,1,0.438
26.76,66.78,23.76,40.02,0,0,1,0.541
92.4,69.74,51.3,22.66,1,0,0,0.124
112.88,63.7,94.18,49.18,0,0,0,0.26
63.05,59.29,57.99,3.76,1,1,0,0.178
31.91,69.97,43.56,38.05,0,1,0,0.402
71.24,72.85,2.67,1.61,0,0,1,1.0
54.88,89.19,15.07,34.31,0,0,0,0.404
57.48,91.12,58.71,33.64,1,1,0,0.251
82.13,57.76,50.39,24.37,0,2,0,0.465
91.87,61.35,37.66,30.52,0,1,0,0.407
31.06,57.37,92.48,26.31,0,0,0,0.203
23.56,73.65,34.58,50.09,0,0,0,0.324
119.43,65.34,54.64,54.1,0,0,0,0.298
43.27,108.96,57.73,65.69,0,0,1,0.524
25.38,89.64,53.69,64.25,0,0,0,0.325
38.99,109.87,48.8,70.88,0,1,0,0.468
23.9,90.91,35.03,67.02,0,0,0,0.365
59.18,117.1,91.06,57.92,0,0,0,0.283
100.24,83.57,46.18,16.67,0,1,0,0.34
54.12,116.36,53.79,62.23,0,0,1,0.519
64.42,35.82,66.33,28.6,0,0,1,0.423
87.56,25.25,8.63,62.31,1,1,1,1.0
70.89,77.91,78.57,7.02,1,2,1,0.45
106.14,118.35,52.23,12.2,0,1,1,0.512
106.6,61.76,66.4,44.84,0,0,0,0.264
20.99,41.2,77.66,20.21,0,0,1,0.395
97.8,72.15,87.66,25.65,1,0,1,0.304
66.07,84.88,40.44,18.81,1,1,0,0.266
118.88,51.52,81.52,67.37,0,1,1,0.603
68.32,91.48,27.37,23.15,1,0,1,0.381
118.69,117.51,66.71,1.18,1,1,0,0.156
95.46,109.7,12.07,14.24,0,1,0,0.721
44.86,49.16,3.96,4.3,0,0,0,0.816
73.84,52.67,11.38,21.17,0,0,0,0.436
119.21,57.15,33.3,62.06,0,1,0,0.509
105.75,59.46,5.05,46.3,0,0,0,0.795
29.74,30.03,63.79,0.3,0,1,0,0.259
90.64,96.2,33.02,5.56,0,0,0,0.217
54.56,56.53,74.16,1.98,1,0,0,0.052
20.7,107.98,6.5,87.28,1,1,0,1.0
60.35,112.69,23.24,52.35,0,1,0,0.57
43.48,22.44,41.98,21.03,1,0,1,0.334
101.89,118.85,39.5,16.96,0,1,0,0.365
53.73,91.0,14.84,37.27,0,1,0,0.685
102.75,72.04,99.43,30.71,0,0,0,0.212
20.06,58.95,29.88,38.89,0,2,0,0.637
50.78,71.85,72.66,21.07,0,0,1,0.4
44.12,52.46,23.56,8.35,1,2,0,0.548
43.36,82.27,88.03,38.91,0,0,0,0.237
26.82,29.3,40.0,2.48,0,1,1,0.527
38.71,82.11,90.29,43.4,0,0,0,0.247
75.55,47.53,35.5,28.02,1,2,0,0.458
49.14,21.76,2.85,27.37,0,0,0,1.0
61.74,75.27,52.67,13.53,0,0,0,0.199
57.69,77.84,53.43,20.16,1,1,0,0.229
107.59,62.66,13.74,44.93,0,0,0,0.45
110.53,27.23,25.03,83.3,1,1,0,0.527
69.3,109.33,78.78,40.04,0,0,0,0.244
53.02,81.14,5.6,28.13,1,0,0,0.6
30.68,31.57,49.97,0.89,1,1,0,0.19
115.34,71.09,53.98,44.25,1,0,0,0.174
26.02,69.73,69.49,43.7,0,1,1,0.559
49.77,26.04,5.67,23.72,0,0,0,0.684
49.81,80.69,59.39,30.88,0,0,0,0.235
52.04,100.83,2.3,48.79,0,0,0,1.0
36.43,94.9,27.99,58.47,0,0,1,0.567
98.32,40.3,50.97,58.02,0,1,0,0.43
32.25,106.23,91.31,73.98,0,0,0,0.323
83.49,54.25,14.41,29.24,0,0,0,0.4
32.38,114.65,18.59,82.27,0,2,1,1.0
27.05,27.17,67.59,0.12,0,0,0,0.151
110.94,68.62,38.74,42.32,0,1,0,0.432
39.01,79.71,63.1,40.7,0,2,0,0.466
102.13,44.77,99.75,57.36,1,1,0,0.263
74.46,97.14,98.71,22.67,1,0,1,0.292
27.79,82.69,36.66,54.9,0,1,0,0.473
115.54,21.81,51.38,93.73,1,0,1,0.501
44.7,80.84,90.66,36.14,0,0,1,0.429
105.96,69.15,11.03,36.82,1,2,1,1.0
36.88,39.6,46.33,2.72,1,0,0,0.081
105.39,119.57,39.0,14.18,0,1,0,0.36
21.32,109.72,30.9,88.39,0,0,0,0.431
71.18,49.25,99.43,21.93,0,0,0,0.19
96.94,74.11,73.89,22.84,0,0,0,0.204
113.48,51.65,40.1,61.83,0,2,1,0.81
110.92,97.55,83.24,13.37,0,0,1,0.375
101.96,113.03,49.99,11.07,0,0,1,0.396
108.82,55.88,87.54,52.94,0,0,0,0.272
39.92,100.56,28.11,60.64,0,0,0,0.372
48.42,69.84,23.91,21.42,0,0,0,0.294
48.9,59.66,26.23,10.76,0,0,1,0.455
